"","country","year","emissions"
"5827","Denmark",1987,11.355024
"5828","Djibouti",1987,0.853076893
"5829","Dominica",1987,0.658697805
"5830","Ecuador",1987,1.581297459
"5831","Egypt",1987,1.40697014
"5832","El Salvador",1987,0.477989582
"5833","Equatorial Guinea",1987,0.29047165
"5834","Ethiopia",1987,0.058931216
"5835","Faeroe Islands",1987,10.65481532
"5836","Fiji",1987,0.660535237
"5837","Finland",1987,11.67702694
"5838","France",1987,6.755887314
"5839","French Guiana",1987,4.218089347
"5840","French Polynesia",1987,3.329904954
"5841","Gabon",1987,4.761425626
"5842","Gambia",1987,0.212461853
"5843","Germany",1987,13.28708809
"5844","Ghana",1987,0.240883032
"5845","Gibraltar",1987,1.788617886
"5846","Greece",1987,6.342001136
"5847","Greenland",1987,4.31785285
"5848","Grenada",1987,0.738532603
"5849","Guadeloupe",1987,2.745799226
"5850","Guatemala",1987,0.479172037
"5851","Guinea",1987,0.192194121
"5852","Guinea-Bissau",1987,0.202919253
"5853","Guyana",1987,1.772298261
"5854","Haiti",1987,0.136550276
"5855","Honduras",1987,0.484784868
"5856","Hong Kong, China",1987,5.080487173
"5857","Hungary",1987,8.068188851
"5858","Iceland",1987,7.501576614
"5859","India",1987,0.6849349
"5860","Indonesia",1987,0.705860183
"5861","Iran",1987,3.191185582
"5862","Iraq",1987,3.271240373
"5863","Ireland",1987,8.536306797
"5864","Israel",1987,6.494208235
"5865","Italy",1987,6.751373435
"5866","Jamaica",1987,2.308743386
"5867","Japan",1987,7.483208431
"5868","Jordan",1987,3.202896917
"5869","Kenya",1987,0.244798323
"5870","Kiribati",1987,0.331041124
"5871","Kuwait",1987,16.24274684
"5872","Lebanon",1987,2.760697704
"5873","Liberia",1987,0.346335607
"5874","Libya",1987,7.993004127
"5875","Luxembourg",1987,23.34643992
"5876","Macao, China",1987,3.011640533
"5877","Madagascar",1987,0.128372035
"5878","Malawi",1987,0.067213396
"5879","Malaysia",1987,2.440383724
"5880","Maldives",1987,0.403539138
"5881","Mali",1987,0.04351012
"5882","Malta",1987,5.200858151
"5883","Martinique",1987,4.711776573
"5884","Mauritania",1987,1.782260433
"5885","Mauritius",1987,0.903731564
"5886","Mexico",1987,3.87265278
"5887","Mongolia",1987,5.191077826
"5888","Montserrat",1987,2.663518872
"5889","Morocco",1987,0.862180764
"5890","Mozambique",1987,0.073524271
"5891","Myanmar",1987,0.133006295
"5892","Nauru",1987,18.44054581
"5893","Nepal",1987,0.049146294
"5894","Netherlands",1987,10.43871259
"5895","Netherlands Antilles",1987,25.14242827
"5896","New Caledonia",1987,9.113827079
"5897","New Zealand",1987,7.281456142
"5898","Nicaragua",1987,0.631247103
"5899","Niger",1987,0.140381484
"5900","Nigeria",1987,0.65665219
"5901","Niue",1987,1.453872588
"5902","Norway",1987,8.395215497
"5903","Oman",1987,5.671165486
"5904","Pakistan",1987,0.524739475
"5905","Panama",1987,1.408872862
"5906","Papua New Guinea",1987,0.604276244
"5907","Paraguay",1987,0.504900576
"5908","Peru",1987,1.266818398
"5909","Philippines",1987,0.572883234
"5910","Poland",1987,12.36385369
"5911","Portugal",1987,3.170580977
"5912","Qatar",1987,27.37399756
"5913","Reunion",1987,2.0228211
"5914","Romania",1987,9.233546361
"5915","Russia",1987,17.14150985
"5916","Rwanda",1987,0.092324423
"5917","Samoa",1987,0.718091267
"5918","Sao Tome and Principe",1987,0.473148805
"5919","Saudi Arabia",1987,13.17884715
"5920","Senegal",1987,0.370773664
"5921","Seychelles",1987,2.940947714
"5922","Sierra Leone",1987,0.133086234
"5923","Singapore",1987,11.54676872
"5924","Slovak Republic",1987,11.5042659
"5925","Solomon Islands",1987,0.566556984
"5926","Somalia",1987,0.154617979
"5927","South Africa",1987,9.545995955
"5928","Spain",1987,4.935244711
"5929","Sri Lanka",1987,0.237553758
"5930","Sudan",1987,0.170335807
"5931","Suriname",1987,4.548109175
"5932","Swaziland",1987,0.568453975
"5933","Sweden",1987,7.097416685
"5934","Switzerland",1987,6.162972645
"5935","Syria",1987,3.214895573
"5936","Taiwan",1987,4.977409994
"5937","Tanzania",1987,0.102979129
"5938","Thailand",1987,1.047289878
"5939","Togo",1987,0.22722587
"5940","Tonga",1987,0.582676498
"5941","Trinidad and Tobago",1987,14.67111283
"5942","Tunisia",1987,1.527209166
"5943","Turkey",1987,2.529648947
"5944","Uganda",1987,0.048454664
"5945","United Arab Emirates",1987,31.44068605
"5946","United Kingdom",1987,10.07541517
"5947","United States",1987,19.0467892
"5948","Uruguay",1987,1.167722493
"5949","Vanuatu",1987,0.350158061
"5950","Venezuela",1987,6.089814033
"5951","Western Sahara",1987,0.927368499
"5952","Vietnam",1987,0.412265521
"5953","Zambia",1987,0.374569784
"5954","Zimbabwe",1987,1.600132838
"5955","Afghanistan",1988,0.235864739
"5956","Albania",1988,2.293062531
"5957","Algeria",1988,3.492414075
"5958","Angola",1988,0.523452466
"5959","Antigua and Barbuda",1988,4.563659864
"5960","Argentina",1988,3.828091095
"5961","Aruba",1988,10.02690945
"5962","Australia",1988,15.7339212
"5963","Austria",1988,7.013105469
"5964","Bahamas",1988,6.22451083
"5965","Bahrain",1988,26.31491643
"5966","Bangladesh",1988,0.135362306
"5967","Barbados",1988,3.672060896
"5968","Belgium",1988,10.14037745
"5969","Belize",1988,1.385554666
"5970","Benin",1988,0.124826389
"5971","Bermuda",1988,10.99701776
"5972","Bhutan",1988,0.203357995
"5973","Bolivia",1988,0.677041509
"5974","Botswana",1988,1.242750621
"5975","Brazil",1988,1.449049079
"5976","British Virgin Islands",1988,3.117505995
"5977","Brunei",1988,23.98746704
"5978","Bulgaria",1988,9.787576868
"5979","Burkina Faso",1988,0.062648517
"5980","Burundi",1988,0.048235568
"5981","Cambodia",1988,0.050755703
"5982","Cameroon",1988,0.192365081
"5983","Canada",1988,16.11905076
"5984","Cape Verde",1988,0.216413807
"5985","Cayman Islands",1988,9.684061058
"5986","Chad",1988,0.011690296
"5987","Chile",1988,2.114463875
"5988","China",1988,2.133840102
"5989","Colombia",1988,1.643225515
"5990","Comoros",1988,0.149452819
"5991","Congo, Dem. Rep.",1988,0.118316197
"5992","Congo, Rep.",1988,0.662839318
"5993","Costa Rica",1988,1.008263371
"5994","Cote d'Ivoire",1988,0.783229371
"5995","Cuba",1988,3.437289989
"5996","Cyprus",1988,5.605557223
"5997","Denmark",1988,10.70915342
"5998","Djibouti",1988,0.73205078
"5999","Dominica",1988,0.766657374
"6000","Ecuador",1988,1.763566133
"6001","Egypt",1988,1.369096215
"6002","El Salvador",1988,0.47621204
"6003","Equatorial Guinea",1988,0.302346168
"6004","Ethiopia",1988,0.05908446
"6005","Faeroe Islands",1988,11.14629512
"6006","Fiji",1988,0.766052395
"6007","Finland",1988,10.53789434
"6008","France",1988,6.626696928
"6009","French Guiana",1988,4.905495673
"6010","French Polynesia",1988,3.058103976
"6011","Gabon",1988,4.972036596
"6012","Gambia",1988,0.206637031
"6013","Germany",1988,13.1974408
"6014","Ghana",1988,0.246259753
"6015","Gibraltar",1988,2.609531658
"6016","Greece",1988,6.767897592
"6017","Greenland",1988,9.959772001
"6018","Grenada",1988,0.973007546
"6019","Guadeloupe",1988,3.010736635
"6020","Guatemala",1988,0.483858992
"6021","Guinea",1988,0.193157387
"6022","Guinea-Bissau",1988,0.221471018
"6023","Guyana",1988,1.91637805
"6024","Haiti",1988,0.149750255
"6025","Honduras",1988,0.542269484
"6026","Hong Kong, China",1988,5.222801746
"6027","Hungary",1988,7.503547816
"6028","Iceland",1988,7.406041855
"6029","India",1988,0.723699697
"6030","Indonesia",1988,0.742389242
"6031","Iran",1988,3.402144927
"6032","Iraq",1988,4.109408639
"6033","Ireland",1988,8.44545845
"6034","Israel",1988,7.001619744
"6035","Italy",1988,6.858719301
"6036","Jamaica",1988,1.933568094
"6037","Japan",1988,8.144227754
"6038","Jordan",1988,2.975837668
"6039","Kenya",1988,0.218720242
"6040","Kiribati",1988,0.321562208
"6041","Kuwait",1988,16.22746856
"6042","Lebanon",1988,2.653873352
"6043","Liberia",1988,0.373392589
"6044","Libya",1988,8.740165353
"6045","Luxembourg",1988,23.8896039
"6046","Macao, China",1988,2.870629187
"6047","Madagascar",1988,0.124751671
"6048","Malawi",1988,0.062979196
"6049","Malaysia",1988,2.483730635
"6050","Maldives",1988,0.461613452
"6051","Mali",1988,0.045949997
"6052","Malta",1988,5.587693196
"6053","Martinique",1988,4.908522981
"6054","Mauritania",1988,1.707068401
"6055","Mauritius",1988,0.82249932
"6056","Mexico",1988,3.790136784
"6057","Mongolia",1988,5.529765774
"6058","Montserrat",1988,3.035599301
"6059","Morocco",1988,0.888677593
"6060","Mozambique",1988,0.075883588
"6061","Myanmar",1988,0.108242764
"6062","Nauru",1988,18.01492992
"6063","Nepal",1988,0.054647339
"6064","Netherlands",1988,9.99199582
"6065","Netherlands Antilles",1988,22.14510615
"6066","New Caledonia",1988,9.490571785
"6067","New Zealand",1988,7.619823744
"6068","Nicaragua",1988,0.569851276
"6069","Niger",1988,0.134933931
"6070","Nigeria",1988,0.762859972
"6071","Niue",1988,1.497821351
"6072","Norway",1988,7.959244783
"6073","Oman",1988,6.114754124
"6074","Pakistan",1988,0.55261532
"6075","Panama",1988,1.263312829
"6076","Papua New Guinea",1988,0.55554335
"6077","Paraguay",1988,0.560439484
"6078","Peru",1988,1.207120261
"6079","Philippines",1988,0.644101065
"6080","Poland",1988,11.7979891
"6081","Portugal",1988,3.315508226
"6082","Qatar",1988,26.98982347
"6083","Reunion",1988,2.280006484
"6084","Romania",1988,9.211707192
"6085","Russia",1988,17.4935188
"6086","Rwanda",1988,0.100101553
"6087","Samoa",1988,0.714044907
"6088","Sao Tome and Principe",1988,0.42923608
"6089","Saudi Arabia",1988,13.46135743
"6090","Senegal",1988,0.402239302
"6091","Seychelles",1988,2.8525738
"6092","Sierra Leone",1988,0.119050247
"6093","Singapore",1988,12.53337129
"6094","Slovak Republic",1988,11.26720238
"6095","Solomon Islands",1988,0.538502962
"6096","Somalia",1988,0.155019167
"6097","South Africa",1988,9.745863561
"6098","Spain",1988,5.136520329
"6099","Sri Lanka",1988,0.199829284
"6100","Sudan",1988,0.24090209
"6101","Suriname",1988,4.769587107
"6102","Swaziland",1988,0.544368757
"6103","Sweden",1988,6.792162125
"6104","Switzerland",1988,6.194940716
"6105","Syria",1988,3.180639122
"6106","Taiwan",1988,5.670337739
"6107","Tanzania",1988,0.095617565
"6108","Thailand",1988,1.209981883
"6109","Togo",1988,0.227850461
"6110","Tonga",1988,0.73585849
"6111","Trinidad and Tobago",1988,13.20791681
"6112","Tunisia",1988,1.583193228
"6113","Turkey",1988,2.415875279
"6114","Uganda",1988,0.052500556
"6115","United Arab Emirates",1988,30.0159027
"6116","United Kingdom",1988,10.0244547
"6117","United States",1988,19.68028544
"6118","Uruguay",1988,1.566734003
"6119","Vanuatu",1988,0.473566385
"6120","Venezuela",1988,6.203918412
"6121","Western Sahara",1988,0.87433715
"6122","Vietnam",1988,0.360321111
"6123","Zambia",1988,0.422825376
"6124","Zimbabwe",1988,1.634179313
"6125","Afghanistan",1989,0.223579289
"6126","Albania",1989,2.759128492
"6127","Algeria",1989,3.24466281
"6128","Angola",1989,0.498247529
"6129","Antigua and Barbuda",1989,4.598662207
"6130","Argentina",1989,3.637484203
"6131","Aruba",1989,10.63481139
"6132","Australia",1989,16.47985298
"6133","Austria",1989,7.08932007
"6134","Bahamas",1989,7.736290633
"6135","Bahrain",1989,24.55465015
"6136","Bangladesh",1989,0.131016623
"6137","Barbados",1989,3.82848392
"6138","Belgium",1989,10.82946539
"6139","Belize",1989,1.625796451
"6140","Benin",1989,0.138672955
"6141","Bermuda",1989,13.20631929
"6142","Bhutan",1989,0.112686513
"6143","Bolivia",1989,0.76731408
"6144","Botswana",1989,1.32285781
"6145","Brazil",1989,1.454938642
"6146","British Virgin Islands",1989,2.993009335
"6147","Brunei",1989,25.89428506
"6148","Bulgaria",1989,9.770753388
"6149","Burkina Faso",1989,0.090488787
"6150","Burundi",1989,0.054992492
"6151","Cambodia",1989,0.049001004
"6152","Cameroon",1989,0.645326969
"6153","Canada",1989,16.1114233
"6154","Cape Verde",1989,0.235422759
"6155","Cayman Islands",1989,10.51766861
"6156","Chad",1989,0.017619208
"6157","Chile",1989,2.499519917
"6158","China",1989,2.134473876
"6159","Colombia",1989,1.634921774
"6160","Comoros",1989,0.145845812
"6161","Congo, Dem. Rep.",1989,0.125083801
"6162","Congo, Rep.",1989,0.648162286
"6163","Costa Rica",1989,0.99349534
"6164","Cote d'Ivoire",1989,0.704199299
"6165","Cuba",1989,3.411910779
"6166","Cyprus",1989,5.779967159
"6167","Denmark",1989,9.508081704
"6168","Djibouti",1989,0.760943944
"6169","Dominica",1989,0.823507393
"6170","Ecuador",1989,2.0210877
"6171","Egypt",1989,1.296540363
"6172","El Salvador",1989,0.49226792
"6173","Equatorial Guinea",1989,0.323834495
"6174","Ethiopia",1989,0.060473677
"6175","Faeroe Islands",1989,12.15580128
"6176","Fiji",1989,0.870600751
"6177","Finland",1989,10.58474368
"6178","France",1989,6.920428446
"6179","French Guiana",1989,6.01944883
"6180","French Polynesia",1989,3.182787152
"6181","Gabon",1989,6.414452784
"6182","Gambia",1989,0.193619466
"6183","Germany",1989,12.93279745
"6184","Ghana",1989,0.232341313
"6185","Gibraltar",1989,2.603680034
"6186","Greece",1989,7.348414474
"6187","Greenland",1989,8.559072074
"6188","Grenada",1989,1.060770436
"6189","Guadeloupe",1989,3.117046677
"6190","Guatemala",1989,0.486846823
"6191","Guinea",1989,0.189777925
"6192","Guinea-Bissau",1989,0.231806687
"6193","Guyana",1989,1.641609913
"6194","Haiti",1989,0.148718307
"6195","Honduras",1989,0.573940131
"6196","Hong Kong, China",1989,5.303285962
"6197","Hungary",1989,7.315919682
"6198","Iceland",1989,7.546227085
"6199","India",1989,0.774663982
"6200","Indonesia",1989,0.722718169
"6201","Iran",1989,3.580363976
"6202","Iraq",1989,4.327029764
"6203","Ireland",1989,8.502474467
"6204","Israel",1989,7.242775225
"6205","Italy",1989,7.195274907
"6206","Jamaica",1989,2.86034664
"6207","Japan",1989,8.416909264
"6208","Jordan",1989,2.831675508
"6209","Kenya",1989,0.22907115
"6210","Kiribati",1989,0.313216304
"6211","Kuwait",1989,17.22156896
"6212","Lebanon",1989,2.772521527
"6213","Liberia",1989,0.309055925
"6214","Libya",1989,8.783049009
"6215","Luxembourg",1989,25.60323208
"6216","Macao, China",1989,2.956963788
"6217","Madagascar",1989,0.088372264
"6218","Malawi",1989,0.062385662
"6219","Malaysia",1989,2.817177082
"6220","Maldives",1989,0.585105468
"6221","Mali",1989,0.049099431
"6222","Malta",1989,5.966451537
"6223","Martinique",1989,4.271668777
"6224","Mauritania",1989,1.466364713
"6225","Mauritius",1989,1.003980623
"6226","Mexico",1989,4.37716836
"6227","Mongolia",1989,4.917669141
"6228","Montserrat",1989,3.064351379
"6229","Morocco",1989,0.942662082
"6230","Mozambique",1989,0.077838657
"6231","Myanmar",1989,0.115420249
"6232","Nauru",1989,17.60458538
"6233","Nepal",1989,0.049022274
"6234","Netherlands",1989,11.02351177
"6235","Netherlands Antilles",1989,31.20872386
"6236","New Caledonia",1989,10.19186456
"6237","New Zealand",1989,7.558452592
"6238","Nicaragua",1989,0.366711345
"6239","Niger",1989,0.137826075
"6240","Nigeria",1989,0.446088936
"6241","Niue",1989,1.537386443
"6242","Norway",1989,8.832036458
"6243","Oman",1989,5.601556526
"6244","Pakistan",1989,0.561132294
"6245","Panama",1989,1.065795553
"6246","Papua New Guinea",1989,0.501573981
"6247","Paraguay",1989,0.566824989
"6248","Peru",1989,1.028006735
"6249","Philippines",1989,0.651191466
"6250","Poland",1989,11.17016554
"6251","Portugal",1989,4.153361717
"6252","Qatar",1989,31.14620679
"6253","Reunion",1989,2.313104076
"6254","Romania",1989,9.237416415
"6255","Russia",1989,17.02840141
"6256","Rwanda",1989,0.096750303
"6257","Samoa",1989,0.755315297
"6258","Sao Tome and Principe",1989,0.419527079
"6259","Saudi Arabia",1989,13.05871151
"6260","Senegal",1989,0.525947303
"6261","Seychelles",1989,3.341211759
"6262","Sierra Leone",1989,0.095121416
"6263","Singapore",1989,14.22730052
"6264","Slovak Republic",1989,10.84778156
"6265","Solomon Islands",1989,0.535969773
"6266","Somalia",1989,0.145657445
"6267","South Africa",1989,9.483255351
"6268","Spain",1989,5.839380077
"6269","Sri Lanka",1989,0.198290277
"6270","Sudan",1989,0.182606559
"6271","Suriname",1989,4.633988969
"6272","Swaziland",1989,0.523185219
"6273","Sweden",1989,6.528288151
"6274","Switzerland",1989,5.963248803
"6275","Syria",1989,2.888284189
"6276","Taiwan",1989,6.102401689
"6277","Tanzania",1989,0.089436678
"6278","Thailand",1989,1.401522688
"6279","Togo",1989,0.233902748
"6280","Tonga",1989,0.733812242
"6281","Trinidad and Tobago",1989,13.36212059
"6282","Tunisia",1989,1.644458258
"6283","Turkey",1989,2.618456767
"6284","Uganda",1989,0.04699087
"6285","United Arab Emirates",1989,31.87571962
"6286","United Kingdom",1989,10.19431519
"6287","United States",1989,19.73482698
"6288","Uruguay",1989,1.58036253
"6289","Vanuatu",1989,0.436349042
"6290","Venezuela",1989,5.668686829
"6291","Western Sahara",1989,0.876761141
"6292","Vietnam",1989,0.266478952
"6293","Zambia",1989,0.340418484
"6294","Zimbabwe",1989,1.591539724
"6295","Afghanistan",1990,0.205389319
"6296","Albania",1990,2.276142887
"6297","Algeria",1990,3.11821676
"6298","Angola",1990,0.42857388
"6299","Antigua and Barbuda",1990,4.833713814
"6300","Argentina",1990,3.44959894
"6301","Aruba",1990,29.61794884
"6302","Australia",1990,16.80526217
"6303","Austria",1990,7.916028563
"6304","Bahamas",1990,7.615983675
"6305","Bahrain",1990,24.11013118
"6306","Bangladesh",1990,0.147563998
"6307","Barbados",1990,4.139996891
"6308","Belgium",1990,10.90157733
"6309","Belize",1990,1.638272857
"6310","Benin",1990,0.149796664
"6311","Bermuda",1990,9.995261588
"6312","Bhutan",1990,0.229782155
"6313","Bolivia",1990,0.826567256
"6314","Botswana",1990,1.575553885
"6315","Brazil",1990,1.395708069
"6316","British Virgin Islands",1990,2.890465506
"6317","Brunei",1990,25.46488184
"6318","Bulgaria",1990,8.590285766
"6319","Burkina Faso",1990,0.06292009
"6320","Burundi",1990,0.054328551
"6321","Cambodia",1990,0.047314667
"6322","Cameroon",1990,0.142683345
"6323","Canada",1990,16.24627409
"6324","Cape Verde",1990,0.252753723
"6325","Cayman Islands",1990,9.712837838
"6326","Chad",1990,0.024398802
"6327","Chile",1990,2.588777428
"6328","China",1990,2.148559702
"6329","Colombia",1990,1.726694748
"6330","Comoros",1990,0.17584887
"6331","Congo, Dem. Rep.",1990,0.111794065
"6332","Congo, Rep.",1990,0.497299596
"6333","Costa Rica",1990,0.962574044
"6334","Cote d'Ivoire",1990,0.463103135
"6335","Cuba",1990,3.153859874
"6336","Cyprus",1990,6.069159461
"6337","Denmark",1990,9.675485515
"6338","Djibouti",1990,0.710783878
"6339","Dominica",1990,0.827153183
"6340","Ecuador",1990,1.640614389
"6341","Egypt",1990,1.335895349
"6342","El Salvador",1990,0.490920226
"6343","Equatorial Guinea",1990,0.323627192
"6344","Ethiopia",1990,0.062434576
"6345","Faeroe Islands",1990,13.10680292
"6346","Fiji",1990,1.122567123
"6347","Finland",1990,10.37620486
"6348","France",1990,7.035870965
"6349","French Guiana",1990,6.955006066
"6350","French Polynesia",1990,3.227848209
"6351","Gabon",1990,5.213603087
"6352","Gambia",1990,0.197346654
"6353","Germany",1990,12.81357045
"6354","Ghana",1990,0.265703806
"6355","Gibraltar",1990,3.553236427
"6356","Greece",1990,7.156864935
"6357","Greenland",1990,10.03264209
"6358","Grenada",1990,1.143451143
"6359","Guadeloupe",1990,3.349160554
"6360","Guatemala",1990,0.569941948
"6361","Guinea",1990,0.18335326
"6362","Guinea-Bissau",1990,0.248845524
"6363","Guyana",1990,1.573023272
"6364","Haiti",1990,0.139464396
"6365","Honduras",1990,0.530204222
"6366","Hong Kong, China",1990,4.773619139
"6367","Hungary",1990,6.066633771
"6368","Iceland",1990,7.814186418
"6369","India",1990,0.79025578
"6370","Indonesia",1990,0.811259174
"6371","Iran",1990,3.847520021
"6372","Iraq",1990,3.024713447
"6373","Ireland",1990,8.893529402
"6374","Israel",1990,7.451565933
"6375","Italy",1990,7.346387757
"6376","Jamaica",1990,3.367571437
"6377","Japan",1990,8.954798071
"6378","Jordan",1990,3.045565592
"6379","Kenya",1990,0.248331245
"6380","Kiribati",1990,0.306257395
"6381","Kuwait",1990,23.1396437
"6382","Lebanon",1990,3.085431553
"6383","Liberia",1990,0.227540057
"6384","Libya",1990,8.484719008
"6385","Luxembourg",1990,26.23822327
"6386","Macao, China",1990,2.874545813
"6387","Madagascar",1990,0.087436054
"6388","Malawi",1990,0.065274532
"6389","Malaysia",1990,3.107750445
"6390","Maldives",1990,0.701677647
"6391","Mali",1990,0.048619057
"6392","Malta",1990,5.926143599
"6393","Marshall Islands",1990,1.008007669
"6394","Martinique",1990,5.754402758
"6395","Mauritania",1990,1.335806839
"6396","Mauritius",1990,1.380777464
"6397","Mexico",1990,3.729095063
"6398","Mongolia",1990,4.580505009
"6399","Montserrat",1990,3.080082136
"6400","Morocco",1990,0.949917286
"6401","Mozambique",1990,0.073890484
"6402","Myanmar",1990,0.108874917
"6403","Namibia",1990,0.018141167
"6404","Nauru",1990,17.21815733
"6405","Nepal",1990,0.033244128
"6406","Netherlands",1990,10.97706271
"6407","Netherlands Antilles",1990,32.61799422
"6408","New Caledonia",1990,9.572413847
"6409","New Zealand",1990,6.963248492
"6410","Nicaragua",1990,0.618407879
"6411","Niger",1990,0.106871106
"6412","Nigeria",1990,0.465098684
"6413","Niue",1990,1.571653093
"6414","Norway",1990,7.393872665
"6415","Oman",1990,6.094574303
"6416","Pakistan",1990,0.612986992
"6417","Panama",1990,1.14586843
"6418","Papua New Guinea",1990,0.515034039
"6419","Paraguay",1990,0.533083875
"6420","Peru",1990,0.976119091
"6421","Philippines",1990,0.677601318
"6422","Poland",1990,9.636806895
"6423","Portugal",1990,4.250912408
"6424","Qatar",1990,24.85353576
"6425","Reunion",1990,2.372417219
"6426","Romania",1990,6.844885455
"6427","Russia",1990,15.89549953
"6428","Rwanda",1990,0.095927471
"6429","Samoa",1990,0.772848629
"6430","Sao Tome and Principe",1990,0.410505496
"6431","Saudi Arabia",1990,13.50316734
"6432","Senegal",1990,0.439499356
"6433","Seychelles",1990,1.600240271
"6434","Sierra Leone",1990,0.097616508
"6435","Singapore",1990,15.55944659
"6436","Slovak Republic",1990,10.09967538
"6437","Solomon Islands",1990,0.521225397
"6438","Somalia",1990,0.002778094
"6439","South Africa",1990,9.063547759
"6440","Spain",1990,5.627403916
"6441","Sri Lanka",1990,0.217626438
"6442","Sudan",1990,0.263773873
"6443","Suriname",1990,4.4516536
"6444","Swaziland",1990,0.492884654
"6445","Sweden",1990,5.973285987
"6446","Switzerland",1990,6.422138038
"6447","Syria",1990,3.038568175
"6448","Taiwan",1990,6.21007989
"6449","Tanzania",1990,0.093109435
"6450","Thailand",1990,1.679011937
"6451","Togo",1990,0.211066639
"6452","Tonga",1990,0.809248555
"6453","Trinidad and Tobago",1990,13.95180341
"6454","Tunisia",1990,1.614829063
"6455","Turkey",1990,2.694272023
"6456","Uganda",1990,0.045367957
"6457","United Arab Emirates",1990,28.75324875
"6458","United Kingdom",1990,9.979974648
"6459","United States",1990,18.81945743
"6460","Uruguay",1990,1.284285403
"6461","Vanuatu",1990,0.475099339
"6462","Venezuela",1990,6.205244349
"6463","Western Sahara",1990,0.896763499
"6464","Vietnam",1990,0.319008867
"6465","Zambia",1990,0.311151422
"6466","Zimbabwe",1990,1.480787807
"6467","Afghanistan",1991,0.177211031
"6468","Albania",1991,1.206369363
"6469","Algeria",1991,3.141132831
"6470","Angola",1991,0.409911658
"6471","Antigua and Barbuda",1991,4.674336828
"6472","Argentina",1991,3.535751351
"6473","Aruba",1991,29.83612306
"6474","Australia",1991,16.25256229
"6475","Austria",1991,8.497443146
"6476","Bahamas",1991,6.831643313
"6477","Bahrain",1991,22.70115226
"6478","Bangladesh",1991,0.147900019
"6479","Barbados",1991,4.63348838
"6480","Belgium",1991,11.78470028
"6481","Belize",1991,1.834316003
"6482","Benin",1991,0.167947656
"6483","Bermuda",1991,8.473261291
"6484","Bhutan",1991,0.336484048
"6485","Bolivia",1991,0.848078581
"6486","Botswana",1991,1.509350904
"6487","Brazil",1991,1.44144039
"6488","British Virgin Islands",1991,2.808878413
"6489","Brunei",1991,22.42211829
"6490","Bulgaria",1991,6.653487413
"6491","Burkina Faso",1991,0.065448613
"6492","Burundi",1991,0.060213987
"6493","Cambodia",1991,0.046816925
"6494","Cameroon",1991,0.088667878
"6495","Canada",1991,16.00659734
"6496","Cape Verde",1991,0.257740413
"6497","Cayman Islands",1991,10.05006761
"6498","Chad",1991,0.011240609
"6499","Chile",1991,2.396151007
"6500","China",1991,2.226313247
"6501","Colombia",1991,1.687318038
"6502","Comoros",1991,0.171654302
"6503","Congo, Dem. Rep.",1991,0.099182313
"6504","Congo, Rep.",1991,0.515497947
"6505","Costa Rica",1991,1.060117113
"6506","Cote d'Ivoire",1991,0.435325112
"6507","Cuba",1991,2.781114776
"6508","Cyprus",1991,6.053455807
"6509","Denmark",1991,11.87336867
"6510","Djibouti",1991,0.687136338
"6511","Dominica",1991,0.828133969
"6512","Ecuador",1991,1.571004572
"6513","Egypt",1991,1.358160933
"6514","El Salvador",1991,0.596743545
"6515","Equatorial Guinea",1991,0.521728032
"6516","Ethiopia",1991,0.059694712
"6517","Faeroe Islands",1991,12.63964252
"6518","Fiji",1991,0.917586747
"6519","Finland",1991,10.72881148
"6520","France",1991,7.508045486
"6521","French Guiana",1991,6.88369856
"6522","French Polynesia",1991,3.198572173
"6523","Gabon",1991,1.539827982
"6524","Gambia",1991,0.197752414
"6525","Germany",1991,11.67440616
"6526","Ghana",1991,0.265792454
"6527","Gibraltar",1991,3.949828511
"6528","Greece",1991,6.597911168
"6529","Greenland",1991,9.873440445
"6530","Grenada",1991,1.179506337
"6531","Guadeloupe",1991,3.479674048
"6532","Guatemala",1991,0.553347714
"6533","Guinea",1991,0.176589338
"6534","Guinea-Bissau",1991,0.247406012
"6535","Guyana",1991,1.550906216
"6536","Haiti",1991,0.137118199
"6537","Honduras",1991,0.536851194
"6538","Hong Kong, China",1991,4.932445153
"6539","Hungary",1991,6.122063632
"6540","Iceland",1991,6.867190708
"6541","India",1991,0.82719615
"6542","Indonesia",1991,0.958722905
"6543","Iran",1991,4.066507055
"6544","Iraq",1991,2.653219203
"6545","Ireland",1991,8.842182111
"6546","Israel",1991,7.391269258
"6547","Italy",1991,7.453277759
"6548","Jamaica",1991,3.433388771
"6549","Japan",1991,8.968201111
"6550","Jordan",1991,2.721966143
"6551","Kenya",1991,0.199669077
"6552","Kiribati",1991,0.30069844
"6553","Kuwait",1991,5.017058886
"6554","Lebanon",1991,3.138293203
"6555","Liberia",1991,0.136753445
"6556","Libya",1991,9.692623546
"6557","Luxembourg",1991,27.50796058
"6558","Macao, China",1991,2.957205324
"6559","Madagascar",1991,0.092449824
"6560","Malawi",1991,0.068866959
"6561","Malaysia",1991,3.666122971
"6562","Maldives",1991,0.76351999
"6563","Mali",1991,0.049239985
"6564","Malta",1991,5.587038358
"6565","Marshall Islands",1991,1.059096192
"6566","Martinique",1991,5.106171339
"6567","Mauritania",1991,1.341165087
"6568","Mauritius",1991,1.417811942
"6569","Mexico",1991,3.797725471
"6570","Mongolia",1991,5.482372911
"6571","Montserrat",1991,3.070910106
"6572","Morocco",1991,0.989528297
